10.19.119.71 - - [25/Aug/2026:13:47:41 +0000] "GET /identity/v3/ HTTP/1.1" 200 503 "-" "curl/8.5.0"
10.19.119.71 - - [25/Aug/2026:13:47:56 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:56 +0000] "POST /identity/v3/projects HTTP/1.1" 201 565 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:56 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:56 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:56 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:56 +0000] "POST /identity/v3/projects HTTP/1.1" 201 551 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:56 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:56 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:57 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:57 +0000] "POST /identity/v3/users HTTP/1.1" 201 528 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:58 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:58 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:58 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:58 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "GET /identity/v3/users/c84afc4e697146adac3b64bd18bb1de0 HTTP/1.1" 200 523 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "GET /identity/v3/projects/d2d10075e2d24bdb82d54471622867de HTTP/1.1" 200 546 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "PUT /identity/v3/projects/d2d10075e2d24bdb82d54471622867de/users/c84afc4e697146adac3b64bd18bb1de0/roles/442fe2bf0bad4be88666185199cffcec HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "GET /identity/v3/users/3b2141266c154601a2c60d75e8014cd6 HTTP/1.1" 200 495 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "GET /identity/v3/projects/d2d10075e2d24bdb82d54471622867de HTTP/1.1" 200 546 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:47:59 +0000] "PUT /identity/v3/projects/d2d10075e2d24bdb82d54471622867de/users/3b2141266c154601a2c60d75e8014cd6/roles/deb33ea5865045bf99b6eea382cd4f5a HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 584 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "GET /identity/v3/users/c84afc4e697146adac3b64bd18bb1de0 HTTP/1.1" 200 523 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "GET /identity/v3/projects/d2d10075e2d24bdb82d54471622867de HTTP/1.1" 200 546 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "PUT /identity/v3/projects/d2d10075e2d24bdb82d54471622867de/users/c84afc4e697146adac3b64bd18bb1de0/roles/5442775f6fa64222b26f7ce9a8fb9d64 HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:00 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "GET /identity/v3/users/c84afc4e697146adac3b64bd18bb1de0 HTTP/1.1" 200 523 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "GET /identity/v3/projects/2b688322424145c293540caf9ed25659 HTTP/1.1" 200 560 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "PUT /identity/v3/projects/2b688322424145c293540caf9ed25659/users/c84afc4e697146adac3b64bd18bb1de0/roles/442fe2bf0bad4be88666185199cffcec HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "POST /identity/v3/users HTTP/1.1" 201 542 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:01 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:02 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:02 +0000] "GET /identity/v3/users/c84afc4e697146adac3b64bd18bb1de0 HTTP/1.1" 200 523 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:02 +0000] "GET /identity/v3/projects/d2d10075e2d24bdb82d54471622867de HTTP/1.1" 200 546 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:02 +0000] "GET /identity/v3/role_assignments?role.id=442fe2bf0bad4be88666185199cffcec&scope.project.id=d2d10075e2d24bdb82d54471622867de&user.id=c84afc4e697146adac3b64bd18bb1de0 HTTP/1.1" 200 858 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:02 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:02 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:02 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:02 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "GET /identity/v3/users/3b2141266c154601a2c60d75e8014cd6 HTTP/1.1" 200 495 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "GET /identity/v3/projects/d2d10075e2d24bdb82d54471622867de HTTP/1.1" 200 546 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "GET /identity/v3/role_assignments?role.id=deb33ea5865045bf99b6eea382cd4f5a&scope.project.id=d2d10075e2d24bdb82d54471622867de&user.id=3b2141266c154601a2c60d75e8014cd6 HTTP/1.1" 200 858 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 584 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "GET /identity/v3/users/c84afc4e697146adac3b64bd18bb1de0 HTTP/1.1" 200 523 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:03 +0000] "GET /identity/v3/projects/d2d10075e2d24bdb82d54471622867de HTTP/1.1" 200 546 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:04 +0000] "GET /identity/v3/role_assignments?role.id=5442775f6fa64222b26f7ce9a8fb9d64&scope.project.id=d2d10075e2d24bdb82d54471622867de&user.id=c84afc4e697146adac3b64bd18bb1de0 HTTP/1.1" 200 858 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:04 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:04 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:04 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:04 +0000] "GET /identity/v3/users/c84afc4e697146adac3b64bd18bb1de0 HTTP/1.1" 200 523 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.71 - - [25/Aug/2026:13:48:04 +0000] "GET /identity/v3/projects/2b688322424145c293540caf9ed25659 HTTP/1.1" 200 560 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
