10.19.119.86 - - [25/Nov/2025:05:18:37 +0000] "GET /identity/v3/ HTTP/1.1" 200 503 "-" "curl/7.81.0"
10.19.119.86 - - [25/Nov/2025:05:18:51 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "python-keystoneclient"
10.19.119.86 - - [25/Nov/2025:05:18:51 +0000] "POST /identity/v3/projects HTTP/1.1" 201 565 "-" "python-keystoneclient"
10.19.119.86 - - [25/Nov/2025:05:18:52 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:52 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "python-keystoneclient"
10.19.119.86 - - [25/Nov/2025:05:18:52 +0000] "POST /identity/v3/projects HTTP/1.1" 201 551 "-" "python-keystoneclient"
10.19.119.86 - - [25/Nov/2025:05:18:52 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:52 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:52 +0000] "POST /identity/v3/users HTTP/1.1" 201 528 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:54 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:54 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:54 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:54 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:54 +0000] "GET /identity/v3/users/7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 523 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:54 +0000] "GET /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2 HTTP/1.1" 200 546 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:55 +0000] "PUT /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2/users/7efdc29e63cf4a28b25f5f3e494923e5/roles/a95e0bb3d6cb4855b20e844d5bde6997 HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:55 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:55 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:55 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:55 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:55 +0000] "GET /identity/v3/users/2ff6583bd3ab4f03b8ebb7e7f080469c HTTP/1.1" 200 495 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:55 +0000] "GET /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2 HTTP/1.1" 200 546 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:55 +0000] "PUT /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2/users/2ff6583bd3ab4f03b8ebb7e7f080469c/roles/f6c43a3a248a4fe9a4c4357ca49511db HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:56 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:56 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:56 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:56 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 584 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:56 +0000] "GET /identity/v3/users/7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 523 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:56 +0000] "GET /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2 HTTP/1.1" 200 546 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:56 +0000] "PUT /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2/users/7efdc29e63cf4a28b25f5f3e494923e5/roles/65fabb93813748ff95b25953c371136d HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "GET /identity/v3/users/7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 523 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "GET /identity/v3/projects/4d7c028b6a5846bcafe79db2ced34f00 HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "PUT /identity/v3/projects/4d7c028b6a5846bcafe79db2ced34f00/users/7efdc29e63cf4a28b25f5f3e494923e5/roles/a95e0bb3d6cb4855b20e844d5bde6997 HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:57 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:58 +0000] "POST /identity/v3/users HTTP/1.1" 201 542 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:58 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:58 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:58 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:58 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:58 +0000] "GET /identity/v3/users/7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 523 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:58 +0000] "GET /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2 HTTP/1.1" 200 546 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:58 +0000] "GET /identity/v3/role_assignments?role.id=a95e0bb3d6cb4855b20e844d5bde6997&scope.project.id=611de40f1bb941d9afca330e922f3eb2&user.id=7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 858 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "GET /identity/v3/users/2ff6583bd3ab4f03b8ebb7e7f080469c HTTP/1.1" 200 495 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "GET /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2 HTTP/1.1" 200 546 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "GET /identity/v3/role_assignments?role.id=f6c43a3a248a4fe9a4c4357ca49511db&scope.project.id=611de40f1bb941d9afca330e922f3eb2&user.id=2ff6583bd3ab4f03b8ebb7e7f080469c HTTP/1.1" 200 858 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:18:59 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:00 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:00 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 584 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:00 +0000] "GET /identity/v3/users/7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 523 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:00 +0000] "GET /identity/v3/projects/611de40f1bb941d9afca330e922f3eb2 HTTP/1.1" 200 546 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:00 +0000] "GET /identity/v3/role_assignments?role.id=65fabb93813748ff95b25953c371136d&scope.project.id=611de40f1bb941d9afca330e922f3eb2&user.id=7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 858 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:00 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:00 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:00 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:01 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:01 +0000] "GET /identity/v3/users/7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 523 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:01 +0000] "GET /identity/v3/projects/4d7c028b6a5846bcafe79db2ced34f00 HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:01 +0000] "GET /identity/v3/role_assignments?role.id=a95e0bb3d6cb4855b20e844d5bde6997&scope.project.id=4d7c028b6a5846bcafe79db2ced34f00&user.id=7efdc29e63cf4a28b25f5f3e494923e5 HTTP/1.1" 200 858 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:01 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:01 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:01 +0000] "GET /identity/v3/roles/reader HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
