2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/webob/compat.py:5: DeprecationWarning: 'cgi' is deprecated and slated for removal in Python 3.13
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_utils/eventletutils.py:34: DeprecationWarning: eventletutils module is deprecated and will be removed.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/eventlet_backdoor.py:36: DeprecationWarning: The 'oslo_service.eventlet_backdoor' module usage is deprecated and will be removed in version '2026.2': The 'eventlet_backdoor' module is deprecated and will be removed in version 2026.2. This module is not being replaced. Please migrate away from using it and remove any dependencies on this module.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/sslutils.py:24: DeprecationWarning: The 'oslo_service.sslutils' module usage is deprecated and will be removed in version '2026.2': The 'oslo_service.sslutils' module is deprecated and will be removed in version 2026.2.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_policy/policy.py:1630: DeprecationWarning: volume_extension:quotas:show deprecated without deprecated_reason or deprecated_since. This will be an error in a future release
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/eventlet/__init__.py:83: DeprecationWarning: Using fork() is a bad idea, and there is no guarantee eventlet will work. See https://eventlet.readthedocs.io/en/latest/fork.html for more details.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Option "api_paste_config" from group "DEFAULT" is deprecated for removal (The 'api_paste_config' option is deprecated and will be removed in a future release.).  Its value may be silently ignored in the future.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service : /opt/stack/cinder/cinder/api/validation/validators.py:126: DeprecationWarning: FormatChecker.cls_checks is deprecated. Call FormatChecker.checks on a specific FormatChecker instance instead.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeMultiBackendTest-Type-1933495648 is set by the default quota flag: quota_volumes_tempest-VolumeMultiBackendTest-Type-1933495648, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeMultiBackendTest-Type-1933495648 is set by the default quota flag: quota_gigabytes_tempest-VolumeMultiBackendTest-Type-1933495648, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeMultiBackendTest-Type-1598904136 is set by the default quota flag: quota_volumes_tempest-VolumeMultiBackendTest-Type-1598904136, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeMultiBackendTest-Type-1598904136 is set by the default quota flag: quota_gigabytes_tempest-VolumeMultiBackendTest-Type-1598904136, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeMultiBackendTest-Type-1899236435 is set by the default quota flag: quota_volumes_tempest-VolumeMultiBackendTest-Type-1899236435, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeMultiBackendTest-Type-1899236435 is set by the default quota flag: quota_gigabytes_tempest-VolumeMultiBackendTest-Type-1899236435, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-EncryptedVolumesExtendAttachedTest-volume-type-816515457 is set by the default quota flag: quota_volumes_tempest-EncryptedVolumesExtendAttachedTest-volume-type-816515457, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-EncryptedVolumesExtendAttachedTest-volume-type-816515457 is set by the default quota flag: quota_gigabytes_tempest-EncryptedVolumesExtendAttachedTest-volume-type-816515457, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-EncryptedVolumesExtendAttachedTest-volume-type-631305268 is set by the default quota flag: quota_volumes_tempest-EncryptedVolumesExtendAttachedTest-volume-type-631305268, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-EncryptedVolumesExtendAttachedTest-volume-type-631305268 is set by the default quota flag: quota_gigabytes_tempest-EncryptedVolumesExtendAttachedTest-volume-type-631305268, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsV319Test-volume-type-1061137440 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsV319Test-volume-type-1061137440, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsV319Test-volume-type-1061137440 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsV319Test-volume-type-1061137440, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-312514856 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-312514856, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-312514856 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-312514856, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsV319Test-volume-type-1061137440 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsV319Test-volume-type-1061137440, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-312514856 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-312514856, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsV314Test-volume-type-580809673 is set by the default quota flag: quota_volumes_tempest-GroupsV314Test-volume-type-580809673, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsV314Test-volume-type-580809673 is set by the default quota flag: quota_gigabytes_tempest-GroupsV314Test-volume-type-580809673, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-1752004328 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-1752004328, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-1752004328 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-1752004328, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-1752004328 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-1752004328, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-EncryptedVolumesExtendAttachedTest-volume-type-631305268 is set by the default quota flag: quota_snapshots_tempest-EncryptedVolumesExtendAttachedTest-volume-type-631305268, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-2058742637 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-2058742637, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-2058742637 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-2058742637, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-2058742637 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-2058742637, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-UserMessagesTest-volume-type-2069988801 is set by the default quota flag: quota_volumes_tempest-UserMessagesTest-volume-type-2069988801, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-UserMessagesTest-volume-type-2069988801 is set by the default quota flag: quota_gigabytes_tempest-UserMessagesTest-volume-type-2069988801, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-UserMessagesTest-volume-type-494402836 is set by the default quota flag: quota_volumes_tempest-UserMessagesTest-volume-type-494402836, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-UserMessagesTest-volume-type-494402836 is set by the default quota flag: quota_gigabytes_tempest-UserMessagesTest-volume-type-494402836, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeRetypeWithMigrationTest-volume-type-2114808194 is set by the default quota flag: quota_volumes_tempest-VolumeRetypeWithMigrationTest-volume-type-2114808194, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeRetypeWithMigrationTest-volume-type-2114808194 is set by the default quota flag: quota_gigabytes_tempest-VolumeRetypeWithMigrationTest-volume-type-2114808194, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesTest-volume-type-2084288548 is set by the default quota flag: quota_volumes_tempest-VolumeTypesTest-volume-type-2084288548, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesTest-volume-type-2084288548 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesTest-volume-type-2084288548, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeRetypeWithMigrationTest-volume-type-783629698 is set by the default quota flag: quota_volumes_tempest-VolumeRetypeWithMigrationTest-volume-type-783629698, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeRetypeWithMigrationTest-volume-type-783629698 is set by the default quota flag: quota_gigabytes_tempest-VolumeRetypeWithMigrationTest-volume-type-783629698, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsTest-volume-type-1987396824 is set by the default quota flag: quota_volumes_tempest-GroupsTest-volume-type-1987396824, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsTest-volume-type-1987396824 is set by the default quota flag: quota_gigabytes_tempest-GroupsTest-volume-type-1987396824, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesTest-volume-type-724251002 is set by the default quota flag: quota_volumes_tempest-VolumeTypesTest-volume-type-724251002, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesTest-volume-type-724251002 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesTest-volume-type-724251002, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsTest-volume-type-443129336 is set by the default quota flag: quota_volumes_tempest-GroupsTest-volume-type-443129336, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsTest-volume-type-443129336 is set by the default quota flag: quota_gigabytes_tempest-GroupsTest-volume-type-443129336, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-VolumeRetypeWithMigrationTest-volume-type-783629698 is set by the default quota flag: quota_snapshots_tempest-VolumeRetypeWithMigrationTest-volume-type-783629698, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-VolumeRetypeWithMigrationTest-volume-type-2114808194 is set by the default quota flag: quota_snapshots_tempest-VolumeRetypeWithMigrationTest-volume-type-2114808194, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-259137290-1943157435 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-259137290-1943157435, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-259137290-1943157435 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-259137290-1943157435, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-145782742-1288552545 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-145782742-1288552545, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-145782742-1288552545 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-145782742-1288552545, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-138229048-903595582 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-138229048-903595582, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-138229048-903595582 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-138229048-903595582, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_volume-type-1 is set by the default quota flag: quota_volumes_volume-type-1, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_volume-type-1 is set by the default quota flag: quota_gigabytes_volume-type-1, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_volume-type-2 is set by the default quota flag: quota_volumes_volume-type-2, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_volume-type-2 is set by the default quota flag: quota_gigabytes_volume-type-2, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesAccessTest-volume-type-873714682 is set by the default quota flag: quota_volumes_tempest-VolumeTypesAccessTest-volume-type-873714682, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesAccessTest-volume-type-873714682 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesAccessTest-volume-type-873714682, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6 is set by the default quota flag: quota_volumes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6 is set by the default quota flag: quota_gigabytes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Consistency Group APIs are deprecated. Use Generic Volume Group APIs instead.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-316225904 is set by the default quota flag: quota_volumes_tempest-volume-type-316225904, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-316225904 is set by the default quota flag: quota_gigabytes_tempest-volume-type-316225904, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000000810 devstack@c-api.service  Deprecated: Consistency Group Snapshot APIs are deprecated. Use Generic Volume Group Snapshot APIs instead.
