10.19.119.205 - - [25/Aug/2026:12:05:05 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/8.5.0"
10.19.119.205 - - [25/Aug/2026:12:05:17 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:17 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:17 +0000] "POST /identity/v3/projects HTTP/1.1" 201 555 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:17 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:17 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:17 +0000] "POST /identity/v3/roles HTTP/1.1" 409 392 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:17 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "POST /identity/v3/roles HTTP/1.1" 201 479 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "POST /identity/v3/roles HTTP/1.1" 201 477 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:18 +0000] "POST /identity/v3/projects HTTP/1.1" 201 566 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:19 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:19 +0000] "POST /identity/v3/projects HTTP/1.1" 201 552 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:19 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:19 +0000] "POST /identity/v3/users HTTP/1.1" 201 529 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:21 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:21 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:21 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:21 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:21 +0000] "GET /identity/v3/users/8cc2df3f3ca4422aa96a96aec81c6112 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "GET /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "PUT /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003/users/8cc2df3f3ca4422aa96a96aec81c6112/roles/fb0a2e800daf4dc59e8146be89a75f9a HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "GET /identity/v3/users/4f85653ebc724b55a51865e9f6be322b HTTP/1.1" 200 496 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "GET /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "PUT /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003/users/4f85653ebc724b55a51865e9f6be322b/roles/b161460c37ab43a4b9e2551fcd484186 HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:22 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "GET /identity/v3/users/8cc2df3f3ca4422aa96a96aec81c6112 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "GET /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "PUT /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003/users/8cc2df3f3ca4422aa96a96aec81c6112/roles/2b073f38a6c6456f94749164695390b7 HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:23 +0000] "GET /identity/v3/users/8cc2df3f3ca4422aa96a96aec81c6112 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "GET /identity/v3/projects/76bb22710b26493f91b2c510bdfcc9c7 HTTP/1.1" 200 561 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "PUT /identity/v3/projects/76bb22710b26493f91b2c510bdfcc9c7/users/8cc2df3f3ca4422aa96a96aec81c6112/roles/fb0a2e800daf4dc59e8146be89a75f9a HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "POST /identity/v3/users HTTP/1.1" 201 543 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:24 +0000] "GET /identity/v3/users/8cc2df3f3ca4422aa96a96aec81c6112 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity/v3/role_assignments?role.id=fb0a2e800daf4dc59e8146be89a75f9a&scope.project.id=d39c48bdf1cd46808c57281c2a836003&user.id=8cc2df3f3ca4422aa96a96aec81c6112 HTTP/1.1" 200 860 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity/v3/users/4f85653ebc724b55a51865e9f6be322b HTTP/1.1" 200 496 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity/v3/role_assignments?role.id=b161460c37ab43a4b9e2551fcd484186&scope.project.id=d39c48bdf1cd46808c57281c2a836003&user.id=4f85653ebc724b55a51865e9f6be322b HTTP/1.1" 200 860 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:25 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity/v3/users/8cc2df3f3ca4422aa96a96aec81c6112 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity/v3/projects/d39c48bdf1cd46808c57281c2a836003 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity/v3/role_assignments?role.id=2b073f38a6c6456f94749164695390b7&scope.project.id=d39c48bdf1cd46808c57281c2a836003&user.id=8cc2df3f3ca4422aa96a96aec81c6112 HTTP/1.1" 200 860 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity/v3/users/8cc2df3f3ca4422aa96a96aec81c6112 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.205 - - [25/Aug/2026:12:05:26 +0000] "GET /identity/v3/projects/76bb22710b26493f91b2c510bdfcc9c7 HTTP/1.1" 200 561 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
