10.19.119.207 - - [25/Aug/2026:09:44:41 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/8.5.0"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "GET /identity/v3/users/18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "GET /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "PUT /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653/users/18762f79b40b498083666334f27e6d63/roles/666ebd4bb40244c19e44845f3db47b67 HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:44:59 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "GET /identity/v3/users/97338de81d224eacaae58ab35b90a5f5 HTTP/1.1" 200 496 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "GET /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "PUT /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653/users/97338de81d224eacaae58ab35b90a5f5/roles/a32823f289e04edabf788a9b99a0f8cc HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:00 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "GET /identity/v3/users/18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "GET /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "PUT /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653/users/18762f79b40b498083666334f27e6d63/roles/5719686812d24a05a4e7158b76914000 HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "GET /identity/v3/users/18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:01 +0000] "GET /identity/v3/projects/daf7ae1a0f644a61917c0b7d492dc4fd HTTP/1.1" 200 561 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "PUT /identity/v3/projects/daf7ae1a0f644a61917c0b7d492dc4fd/users/18762f79b40b498083666334f27e6d63/roles/666ebd4bb40244c19e44845f3db47b67 HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "POST /identity/v3/users HTTP/1.1" 201 543 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:02 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity/v3/users/18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity/v3/role_assignments?role.id=666ebd4bb40244c19e44845f3db47b67&scope.project.id=4111de20b6884b32a7b99bc16ce80653&user.id=18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 860 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity/v3/users/97338de81d224eacaae58ab35b90a5f5 HTTP/1.1" 200 496 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:03 +0000] "GET /identity/v3/role_assignments?role.id=a32823f289e04edabf788a9b99a0f8cc&scope.project.id=4111de20b6884b32a7b99bc16ce80653&user.id=97338de81d224eacaae58ab35b90a5f5 HTTP/1.1" 200 860 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "GET /identity/v3/users/18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "GET /identity/v3/projects/4111de20b6884b32a7b99bc16ce80653 HTTP/1.1" 200 547 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "GET /identity/v3/role_assignments?role.id=5719686812d24a05a4e7158b76914000&scope.project.id=4111de20b6884b32a7b99bc16ce80653&user.id=18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 860 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:04 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:05 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:05 +0000] "GET /identity/v3/users/18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 524 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:05 +0000] "GET /identity/v3/projects/daf7ae1a0f644a61917c0b7d492dc4fd HTTP/1.1" 200 561 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.207 - - [25/Aug/2026:09:45:05 +0000] "GET /identity/v3/role_assignments?role.id=666ebd4bb40244c19e44845f3db47b67&scope.project.id=daf7ae1a0f644a61917c0b7d492dc4fd&user.id=18762f79b40b498083666334f27e6d63 HTTP/1.1" 200 860 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
